,source,created_at,text,author_id,id,geo.place_id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,geo.coordinates.type,geo.coordinates.coordinates,country,full_name,Timeline
335,Twitter for iPhone,2021-02-11T23:44:00.000Z,"Informative, positive discussion of the Covid-19 vaccines, side effects, variants of the virus and treatments with Zubin Damania, M.D. &amp; University of Pennsylvania virologist &amp; CDC Advisor Paul Offit, M.D. https://t.co/hM31H85CDh",45742227,1360011734971535361,01dbb65417ea1f56,0,0,1,0,,,United States,"Oshtemo, MI",During_Feb
336,Twitter for iPhone,2021-02-13T03:42:01.000Z,Vaccinate teachers. It’s simple. https://t.co/MCSCYw1hQx,20924358,1360434022929883136,3af2a75dbeb10500,44,11,345,3,,,United States,"Lincoln, NE",During_Feb
337,Twitter for iPad,2021-02-12T02:11:59.000Z,Allowing physicians’ offices to administer the vaccines to elderly and disabled patients as well as all patients will improve accessibility and uptake of the vaccine.  Private Practitioners Offer To Help Administer COVID-19 Vaccines To Patients https://t.co/A4KYOP51M9,58019670,1360048978276929536,1c8e8d89b97b27d3,0,0,0,0,,,United States,"Hidden Hills, CA",During_Feb
338,Twitter for iPad,2021-02-21T01:17:34.000Z,"From start to finish it was a very good, long day getting COVID vaccines into the arms of so many fellow citizens. #COVIDbusting https://t.co/NU6EoYEVJH",589914443,1363296775944175619,0ffdf8958e155000,20,33,217,1,,,United States,Fairfax County Government Center,During_Feb
339,Twitter for iPhone,2021-02-11T14:33:05.000Z,AMAZING video!! #mustsee  @CTBarkalow     MOA of Messenger RNA-Based COVID-19 Vaccines https://t.co/08r3N667z5 via @YouTube,4101474201,1359873095117512711,01bb5d775f6ebee3,1,0,4,0,,,United States,"West Freehold, NJ",During_Feb
340,Twitter for Android,2021-02-27T15:38:17.000Z,"There is way too much confusion around the COVID-19 vaccines. Take the time to learn and educate yourself. There are multiple ways in which a vaccine is developed and works. Check out this great description. 

https://t.co/4FGxTKb9Hk",436925435,1365687709021388807,c3940942f7542565,1,0,0,0,,,United States,"West Islip, NY",During_Feb
341,Twitter for iPhone,2021-02-10T18:10:00.000Z,A really fun side effect of living in a pandemic for an amount of time I refuse to acknowledge is that I deeply and powerfully miss everyone I’ve ever met,167088129,1359565296252682241,590c1000bfb45cf6,3,1,33,0,,,United States,"North Druid Hills, GA",During_Feb
342,Twitter for iPhone,2021-02-26T15:25:42.000Z,"It’s a mess. We need to vastly increase supply, and get out of the Hunger Games of putting vulnerable groups against each other for the vaccine. https://t.co/Rek56uZ4bs",14193053,1365322151511748609,b49b3053b5c25bf5,65,6,137,1,,,United States,"Denver, CO",During_Feb
343,Twitter for iPhone,2021-02-16T22:43:11.000Z,"The fight to re-open schools has been one of the most revealing things about this whole pandemic. 

Hand out billions, they still won’t open. 

Get teachers vaccinated, they still won’t open.

Schools are just the start, a preview of the fight to re-open with a vaccine.",826137355,1361808371838373891,b49b3053b5c25bf5,53,6,127,5,,,United States,"Denver, CO",During_Feb
344,Twitter for iPhone,2021-02-26T15:25:09.000Z,"Does your state consider higher ed workers essential? Colorado does not, cuts off next round of vaccinations at K-12. Curious.",17302588,1365322014681042949,b49b3053b5c25bf5,15,161,199,9,,,United States,"Denver, CO",During_Feb
345,Twitter for iPhone,2021-02-27T03:52:36.000Z,SHOCKING STATISTICS: The number of COVID-19 vaccines being given to out of state residents from Illinois’ supply! https://t.co/v8QT28Nvqj,3991793241,1365510115680469000,ce1765e3abafe93e,0,0,1,0,,,United States,"Springfield, IL",During_Feb
346,Twitter for Android,2021-02-16T17:08:01.000Z,"Sorry. They should go home to get the vaccine.
'Put Americans first!' US Rep. Debbie Lesko wants undocumented immigrants to get COVID-19 vaccines last https://t.co/oQE3Ty4Gr2",47865534,1361724022380060672,a612c69b44b2e5da,1,0,0,0,,,United States,"Arizona, USA",During_Feb
347,Twitter for iPhone,2021-02-25T21:29:47.000Z,"Today, my grandmother received her first dose of the COVID-19 vaccine. I can’t even begin to express my gratitude with those working on the front lines, both at vaccine clinics and in the hospitals, taking care of our fellow Americans. 🙏🏾",935314503302107136,1365051390620540929,7068dd9474ab6973,13,8,562,1,,,United States,"Toledo, OH",During_Feb
348,Twitter for iPhone,2021-02-24T23:49:38.000Z,"After multiple COVID scares, an unexpected heart attack, and a weeklong hospital stay, my 76yo grandmother has officially received Pfizer shot #1! 🙏🏽",70426799,1364724198594207745,55b4f9e5c516e0b6,7,8,422,0,,,United States,"Orlando, FL",During_Feb
349,Twitter for iPhone,2021-02-25T21:34:47.000Z,"Now: @AdventHealthCFL &amp; @OrangeCoFL are announcing another COVID-19 vaccine opportunity for Central Florida seniors. The vaccines will be distributed Friday, March 5, 2021 at AdventHealth’s community vaccination site near @MCO Appointments are required https://t.co/tAaH4WT9xW.",34029837,1365052648400048135,55b4f9e5c516e0b6,0,0,1,0,,,United States,"Orlando, FL",During_Feb
350,Twitter for iPhone,2021-02-27T23:45:01.000Z,"Was working on that... and then SARS-CoV-2 made the successful jump into humanity, ~and that changed a lot of our focus. It’s on the list of things to get back to, once we are operating again. https://t.co/8xqoqNtJbU",3309548085,1365810200050032652,34031d61ef79585f,1,1,3,0,,,United States,"Davie, FL",During_Feb
351,Twitter for Android,2021-02-12T04:27:24.000Z,"More promising ideas for covid vaccines. 
A lymph node–targeted Amphiphile vaccine induces potent cellular and humoral immunity to SARS-CoV-2 https://t.co/LxJPWObJ2m",113092916,1360083054669094914,fb76b3aa366004c9,0,0,1,0,,,United States,"Altadena, CA",During_Feb
352,Twitter for iPhone,2021-02-19T17:37:26.000Z,"Today teachers/staff received the second Moderna COVID-19 vaccine.

The Mercer County Health Department, did a phenomenal job efficiently administering vaccines at 7 stations throughout the gym. 

We are greatful for their dedication to our entire community. 💜💪

#sherrardroars https://t.co/YOTpOFSb0V",4152683051,1362818588676141057,f54a2170ff4b15f7,1,0,14,0,,,United States,"Illinois, USA",During_Feb
353,Twitter for iPhone,2021-02-14T07:59:01.000Z,Second round of the vaccine is straight up kicking my ass. I knew it could be a side effect so honestly I’m still really  glad I chose to get vaccinated,332545285,1360861088854720515,f54a2170ff4b15f7,0,3,18,0,,,United States,"Illinois, USA",During_Feb
354,Twitter for iPhone,2021-02-26T21:32:41.000Z,"Comparing the Covid-19 vaccines developed by Pfizer, Moderna, and Johnson &amp; Johnson https://t.co/OOCXPOnqaO via @statnews",344266095,1365414508823523331,38718ccc91e76508,0,0,0,0,,,United States,"Ridgewood, NJ",During_Feb
355,Twitter for Android,2021-02-19T23:52:11.000Z,We got our first COVID-19 vaccine shot. It was super easy. We hope you get yours. https://t.co/avrVDR0gM4,257356123,1362912898893320192,ba4471e5bc687736,6,21,433,0,,,United States,"Kirkland, WA",During_Feb
356,Twitter for iPhone,2021-02-12T09:28:03.000Z,"We Must be Patient and Wait for Our Scientists👩🏾‍🔬👩🏾‍🔬and Researchers To Develop our Own COVID-19 Vaccines. We know that the Spread of the Virus 🦠 is real, and We also know that the Human Immune system can easily Manage the Virus in us. The Covid Virus is as Old as regular Flu 🤧 🙏🏾",2782341492,1360158716490887169,70e030d7c5f03769,0,1,0,0,,,United States,"Brooklyn Center, MN",During_Feb
357,Twitter for iPhone,2021-02-09T19:53:46.000Z,"Woohoo! Vaccine #2! 

Watch out, I’ll be back to (cautiously) hugging everyone in a couple weeks. 

This tiny shot is our way forward. Reopening schools, thriving economy, saving lives &amp; yes, hugging strangers!

#ProtectMichigan #CovidVaccine @HurleyMedical #Hugs https://t.co/ncphPvpNrX",540458083,1359229021389787147,106b125f1f54c000,12,11,279,3,,,United States,Hurley Medical Center,During_Feb
358,Twitter for iPhone,2021-02-20T13:08:20.000Z,Governor Desantis of Florida diverted COVID-19 vaccines to his political supporters in wealthy white only counties. Outrageous!!!! Desantis must be voted out of office. What he did was racist and inappropriate.,99202763,1363113256458543112,00c55f041e27dc51,0,0,1,0,,,United States,"Staten Island, NY",During_Feb
359,Twitter for iPhone,2021-02-24T23:23:20.000Z,"Make sure to follow @NY_Vaccine_Ed on Instagram. It’s a one-stop shop for accessible and up-to-the-minute information on COVID-19 vaccines for all New Yorkers. 
From the latest news on new vaccination sites and eligibility requirements to Q&amp;As with public health professionals. https://t.co/TPS0u0qw9p",966347038848966658,1364717580150321155,00c55f041e27dc51,0,0,0,0,,,United States,"Staten Island, NY",During_Feb
360,Twitter for iPhone,2021-02-26T15:52:35.000Z,UPS delivers first Pfizer-BioNTech COVID-19 vaccines to South Korea https://t.co/M4HIONWTLE via @UPS,15243621,1365328917440135169,7dd0db28a7a03276,0,0,1,0,,,United States,"Newburg, KY",During_Feb
361,Twitter for iPhone,2021-02-25T01:00:52.000Z,"The Arkansas Department of Health has a map of pharmacies, clinics, &amp; hospitals providing COVID-19 vaccines to people who are 65+. If you’re eligible, please call to schedule a time to come in or to join a waitlist. #covid19ark https://t.co/jFBufnU4ui https://t.co/MeucsofZUt",61215211,1364742121895452672,90407ba247350183,1,0,2,0,,,United States,"Conway, AR",During_Feb
362,Twitter for Android,2021-02-17T15:29:03.000Z,"I just received my #PfizerVaccine 💉 Pfizer, Moderna COVID-19 vaccines: how the shots compare https://t.co/6kXgeJvcwY",3508593028,1362061505181671425,860637a8dc169e00,0,0,0,0,,,United States,"Marlton, NJ",During_Feb
363,Twitter for Android,2021-02-17T16:38:39.000Z,Here's the US Patent for the coronavirus made in a lab as a 'vaccine' for Bronchitis and similar: FYI. Now they're making vaccines for it's COVID-19/2/× mutations! Won't be available to all till summer (Dr. Anthony Fauci). https://t.co/psY6J11oUA,19149605,1362079019089489931,a9eb1b07c3864593,0,0,0,0,,,United States,"Taylor, MI",During_Feb
364,Twitter for iPhone,2021-02-22T20:44:21.000Z,"Yesterday, Ramona Gardens in Boyle Heights in #AD51 hosted the first ever public housing vaccination mobile site, in a community that has been impacted disproportionately by #COVID19. This FEMA Mobile Clinic aims to target vaccine equity in hard hit communities. https://t.co/LRQrQ6a2Co",941375720458149888,1363952793304801284,07d9d2c2d4484003,31,13,176,4,,,United States,Ramona Gardens Public Housing Community,During_Feb
365,Twitter for Android,2021-02-24T23:09:30.000Z,"Yesterday you went after Joe Biden and Dr Fauci. Were you aware that last week the Biden admin had increased vaccines by 57%. Also, Covid-19 is a novel virus. Experts worldwide are trying to understand how it works, how it mutates, how it kills.",859206588443238400,1364714095480426496,60be5e65db5df3c0,0,0,2,0,,,United States,"Bremerton, WA",During_Feb
366,Twitter for Android,2021-02-22T20:13:05.000Z,"All 3 vaccines were 100% effective ... 6 weeks after the first dose (Moderna) or 7weeks after the first dose (Pfizer and J&amp;J, the latter of which requires only one dose). Zero vaccinated people ... hospitalized or died of COVID-19 after the vaccines had fully taken effect. https://t.co/BqHXwCr0za",46818378,1363944923242721281,45cadd6ef118ec9f,1,0,1,0,,,United States,"Sunnyvale, CA",During_Feb
367,Twitter for iPhone,2021-02-26T14:42:50.000Z,"The @EvergreenMuseum will open again today to the public for the time in 3 months. 
ABD now the famous tourist spot is also a weekly #COVID vaccination drive-thru site. All the details in live reports this morning on @fox12oregon https://t.co/txrPFzt57G",411403430,1365311367650021377,107ffc1103946000,4,0,24,1,,,United States,Evergreen Aviation & Space Museum,During_Feb
368,Twitter for iPhone,2021-02-14T22:01:56.000Z,"If you’re close to my age, and you hear someone say “diplomatic immunity,” you’re required to repeat those words in the voice of the “Lethal Weapon 2” villain. I don’t make the rules.",206745755,1361073212449316872,11a2c1d62d4084d1,12,35,280,6,,,United States,"Macon, GA",During_Feb
369,Twitter for Android,2021-02-26T16:37:43.000Z,"I am finally eligible for a vaccine in Illinois &amp; have signed up for a notification thru my county health department, but it may still be a while before an appointment is available. 
I am glad to see this humane policy on the IL state coronavirus site. Missouri would never. https://t.co/EspkRxLNoV",198430298,1365340276190048263,51f1fa1805a3f471,17,1,124,2,,,United States,"Cahokia, IL",During_Feb
370,Twitter for Android,2021-02-27T13:32:23.000Z,Maybe it was a bad idea to let decision makers of a certain age get vaccines if they are going to modify policy like the pandemic is over. Many of us still have at least TEN MONTHS before our families will be fully vaccinated.,19555923,1365656025811017729,e8ad2641c1cb666c,23,6,145,1,,,United States,"Arkansas, USA",During_Feb
371,Twitter for iPhone,2021-02-12T05:55:28.000Z,@lesbiarch @ItsZaeOk corona will finally cease to exist red (taylor’s version) is the real vaccine,819688391793065985,1360105219921739781,6bbfc293278cafd1,15,1,333,0,,,United States,"Oswego, IL",During_Feb
372,Twitter for iPhone,2021-02-27T00:58:41.000Z,"@MichaelFolk34 @almostheavennn @MarkP801 @WVUFLU The recommendation to wear surgical masks did not reduce the SARS-CoV-2 infection rate among wearers by more than 50% in a community with modest infection rates, some degree of social distancing, and uncommon general mask use.
“Uncommon general mask use.”
Reading is fundamental.",368063485,1365466349519187972,e4197a23034fa912,0,2,1,0,,,United States,"Huntington, WV",During_Feb
373,Twitter for Android,2021-02-10T11:43:38.000Z,"""The ease with which the coronavirus spreads, the emergence of new strains and poor access to vaccines in large parts of the world mean Covid-19 could shift from a pandemic disease to an endemic one, implying lasting modifications to personal and behavior"". Absolutely. https://t.co/FdTRPLn8PW",1074610662,1359468061628186627,01c3254d3df40492,1,0,1,0,,,United States,"Blawenburg, NJ",During_Feb
374,Twitter for iPhone,2021-02-16T17:10:56.000Z,"The limit on vaccines (for eligible populations) is one per person, per month - two total.",319951733,1361724758690312200,cd450c94084cbf9b,11,31,322,7,,,United States,"Massachusetts, USA",During_Feb
375,Twitter for iPhone,2021-02-21T02:26:50.000Z,"Now, 4 - hours after I first heard that my friend of 37 years, Pat  Barry, lost his battle with the coronavirus I am still having trouble putting into words what this kind, genuine, boisterous, funny and always supportive colleague meant to me. Rest In Peace Pat. @FOX19",21127406,1363314203893919745,e444ecd51bd16ff3,11,9,315,1,,,United States,"Cincinnati, OH",During_Feb
376,Twitter for iPhone,2021-02-26T21:35:38.000Z,"I have come to this conclusion, Covid-19 is a Scientist political fraud period, and not all vaccines that has been produced in the name COVID-19 are meant to save lives.",1117857578418102277,1365415249562771457,cb74aaf709812e0f,0,0,0,0,,,United States,"Tulsa, OK",During_Feb
377,Sprout Social,2021-02-16T20:10:03.000Z,"Glad the COVID-19 vaccines are here? So are we. But, until we can get a greater portion of Elkhart County vaccinated it’s still important to wear a mask, wash your hands and social distance. 

We Believe In Here. ❤️ #INElkhartCo #Maskuphoosiers https://t.co/sfruX6EOzB",17598791,1361769833877168136,43aa6d32149a6772,1,0,2,0,,,United States,"Elkhart, IN",During_Feb
378,Twitter for iPhone,2021-02-11T22:41:50.000Z,I am elated to join the Virginia Medical Reserve Corps today to put vaccines into the arms of Americans!! #FauciOuchie https://t.co/XmRBASC2Ih,589914443,1359996090905468929,0fc2f31e09142000,20,34,258,2,,,United States,"Virginia Department of Health, Fairfax County Health Department, Springfield District Office",During_Feb
379,Twitter for iPhone,2021-02-25T19:53:57.000Z,"“Police are the only element of our society that we allow to use lethal force in our name. They need to be held more accountable, not less.” 

@YoBenCohen is right. Qualified immunity must end.

Thanks for bringing attention to this important fight @mehdirhasan. https://t.co/2tr5G91JPj",545576012,1365027271753408515,7cb7440bcf83d464,47,5,182,1,,,United States,"Tempe, AZ",During_Feb
380,Twitter for Android,2021-02-27T15:31:22.000Z,"@pcbrynn Teachers carry soul crushing debt to be under paid, under equipped to do the job, many paying for school supplies out of their own pockets. Parents abdicate responsibility for discipline, care of their kids. All
this before lack of Covid-19 vaccines put health their at risk.",3292067449,1365685967944708098,7cb7440bcf83d464,0,0,0,0,,,United States,"Tempe, AZ",During_Feb
381,Twitter for iPhone,2021-02-13T15:17:42.000Z,Congrats @LionakisLab @ldnotar &amp; friends! Important study on late #inflammation in severe #COVID! #IL15 #pDC #NK #metabolism #SARS_CoV_2 @CellCellPress https://t.co/x2iGBkhiah,411395957,1360609097595387905,13f1b1eadfb47f9b,0,0,1,0,,,United States,"Brookline, MA",During_Feb
382,Twitter for iPhone,2021-02-22T05:35:57.000Z,Perhaps someone will have the courage to discuss that obesity is killing not just the obese person but perhaps many others as well!! Maybe instead of just adding masks and vaccines we should talk about subtracting risk factors as well !! https://t.co/zQEnP0L2iv,3765572533,1363724185336356864,7b81cef09913a7de,28,9,170,3,,,United States,"Laguna Hills, CA",During_Feb
383,Twitter for iPhone,2021-02-13T00:52:20.000Z,"My man, @MikeDeWine. You put out no logistical plan for vaccine distribution in our community. You said it was a local responsibility. Now our teachers/schools could lose access to the lifesaving vaccine because they created their own plan? Get it together https://t.co/8NJVYQDEVr",373099618,1360391323057029121,0eb9676d24b211f1,22,6,119,1,,,United States,"Cleveland, OH",During_Feb
384,Twitter for Android,2021-02-12T13:08:12.000Z,"A novel SARS-CoV-2 variant CAL.20C has been identified in southern CA. 1 of its 3 spike protein mutations is in an area known to reduce sensitivity to mabs, but otherwise the mutations have unclear clinical significance at this point https://t.co/Q1PdYheQF5",1314999626710364160,1360214119534784519,0eb9676d24b211f1,0,1,0,0,,,United States,"Cleveland, OH",During_Feb
385,Twitter for iPhone,2021-02-17T04:48:18.000Z,a lesser known side effect of the covid vaccine is that it cures benjamin button disease. few know this,2585326664,1361900257399820288,d82e2984d5b9a65e,4,2,13,0,,,United States,"Isla Vista, CA",During_Feb
386,Twitter for Android,2021-02-25T17:07:06.000Z,"🙏🇺🇸👏👏

@vivek_murthy: If confirmed, would work with the administration to expand capacity of distribution. Reason we can distribute so many flu vaccines is that we engage primary care providers. Need to get more physicians engaged in their offices with the distribution""

💥",284093185,1364985285738692618,864ff125241f172f,21,6,100,7,,,United States,"Bethesda, MD",During_Feb
387,Twitter for iPhone,2021-02-22T19:52:19.000Z,"Idiots on the right saying the vaccine doesn’t work and idiots on the left saying we can never get back to normal. 

Im surrounded by idiots.",50427352,1363939696599068674,864ff125241f172f,26,17,135,1,,,United States,"Bethesda, MD",During_Feb
388,Twitter for iPhone,2021-02-22T19:32:53.000Z,Thank you to our @CAgovernor @GavinNewsom for taking the time to personally thank our @LBHealthDept and all our Long Beach healthcare workers at the @LBConventionCtr vaccine site for all their amazing work. https://t.co/vDjnQF7lz6,38808088,1363934809437859840,07d9f6578a487001,18,8,148,1,,,United States,Terrace Theater - Long Beach Convention Center,During_Feb
389,Twitter for iPhone,2021-02-09T21:48:08.000Z,"‼️IMPORTANT: Oklahoma Walmarts and Sam’s Clubs will give COVID vaccines starting February 12th to those eligible. 

https://t.co/AtCrhLL2Zw

https://t.co/KUjRtwJoXc https://t.co/hMVl4dfC5h",22881364,1359257801831415808,bd3d2074a33fbd06,63,8,171,5,,,United States,"Oklahoma, USA",During_Feb
390,Twitter for iPhone,2021-02-19T04:56:05.000Z,We need to hit ≥3 million vaccine doses per day to get ahead of the more rapidly spreading lineages of SARS-CoV-2 (the virus that causes COVID-19). https://t.co/Sggea0r8MF,65543768,1362626990814109698,7211d450b6356b55,0,0,0,0,,,United States,"Shavano Park, TX",During_Feb
391,Twitter for iPhone,2021-02-19T18:00:12.000Z,"“73% of the seniors I didn’t kill in nursing homes are now vaccinated.” 

Fixed it for you @NYGovCuomo. https://t.co/K0TWSETPbq",3312122727,1362824320557461509,2a93711775303f90,43,5,159,0,,,United States,"Milwaukee, WI",During_Feb
392,Twitter for iPhone,2021-02-23T19:51:57.000Z,"Gov. Andy Beshear announced COVID-19 cases have declined for 6 straight weeks &amp; beginning March 1st, the 1C group will be eligible to receive vaccines. This group includes people 60+ those with high risk conditions, along with essential workers. https://t.co/54cXAGBTT1 https://t.co/BZROrbXOdh",956946106935578624,1364301991854374917,2a39cded7c6fc606,1,1,8,0,,,United States,"Frankfort, KY",During_Feb
393,Twitter for Android,2021-02-22T13:29:42.000Z,What are the side effects of the COVID-19 vaccines? | Coronavirus pandemic News | Al Jazeera https://t.co/o0uOgc5WIo via @AJEnglish,90927350,1363843411275563008,e5797011cad97adf,0,0,0,0,,,United States,"North Myrtle Beach, SC",During_Feb
394,Twitter for iPhone,2021-02-11T11:59:25.000Z,"After a long day at works, I didn’t want to miss the opportunity to tell you about the effects of taking the vaccine yesterday with @LouisianaGov....there were none.  Take the shot people. #InItToEndIt. https://t.co/CoLUgs7YzM",246115540,1359834420929249281,07d9cb3fd0086002,21,6,120,4,,,United States,LaSalle Parking Garage,During_Feb
395,Twitter for iPhone,2021-02-24T02:06:43.000Z,"#missouri is 7th from last on covid vaccinations. @GovParsonMO get off your ass, and fix this.  This is unacceptable. You’ve been complicit during this entire pandemic. We need vaccines in arms!!  #COVID-19 #CoronaVirusUpdates #COVID19Missouri https://t.co/cJejwAaPjd",1205181672699891712,1364396307004092423,01cace72701072d0,0,0,0,0,,,United States,"Jefferson City, MO",During_Feb
396,Twitter for iPhone,2021-02-16T15:49:17.000Z,"Bottom line: If we want our schools to open 5 days F2F &amp; stay open w/o disruption caused by staffing shortages from illness and quarantine, we must offer the vaccination to our teachers who want it. Bill 516 is in the House Ways and Means and hearing testimony today. Advocate!",960939749086236672,1361704211180838926,189ef793a6dbbfc8,20,1,103,2,,,United States,"Irmo, SC",During_Feb
397,Twitter for iPhone,2021-02-26T23:15:35.000Z,Our teachers are driving to NC to get vaccines. Georgia starts vaccinating teachers next week. We can do better. https://t.co/7o907TDMOi,3862517704,1365440401583308814,189ef793a6dbbfc8,51,13,239,6,,,United States,"Irmo, SC",During_Feb
398,Twitter for iPhone,2021-02-09T03:56:03.000Z,We hope to make this a more interactive session and plan to share latest updates on Coronavirus variants and COVID 19 vaccines.  Please mark your calendars and feel free to share with your family &amp; friends.,1312787234584657922,1358988002689703938,006a69011e2bfd34,0,1,0,0,,,United States,"Northville, MI",During_Feb
399,Twitter for iPhone,2021-02-26T14:19:07.000Z,COVID Vaccine #2 done! Already have the #1 side effect- telling everyone I am vaccinated. #FauciOuchie #ItIsSciencePeople #ThankYouScience and @CIC_Health https://t.co/EJ1FV8DfQ6,2301515816,1365305399176556549,07d9d21000880001,3,1,10,0,,,United States,Gillette Stadium,During_Feb
400,Twitter for Android,2021-02-23T23:08:44.000Z,"The latest Vaccine Adverse Event Reporting System (VAERS) reports, show 15,923 reports filed for #Covid-19 vaccines alone.
Among those reports are:
• Urgent Care - 3421
• Office Visits - 2191
• Anaphylaxis - 190
• Bells Palsy - 198
• Hospitilizations - 1869
• Deaths - 929",27542556,1364351517680046081,7d27a1f115a32664,0,0,0,0,,,United States,"Ojai, CA",During_Feb
401,Twitter for iPad,2021-02-24T15:56:39.000Z,"RT @HarvardHealth 
On Feb. 24, join @MassCPR for a discussion of the new and emerging SARS-CoV-2 variants, and what they mean for efforts to contain the pandemic, to optimize vaccines, and to enhance our therapeutic arsenal: https://t.co/UptgtKV1BN #COVID19 https://t.co/J7kOBNlVJG",84932964,1364605167945965569,28ace6b8d6dbc3af,0,0,0,0,,,United States,"Chula Vista, CA",During_Feb
402,Twitter for iPhone,2021-02-19T01:36:35.000Z,"“It’s so vital that Congress pass this legislation swiftly,” @Ossoff said of coronavirus relief. “There is a challenge in increasing vaccine supply, and this legislation will include significant investments in making more vaccines available ...” #gapol

https://t.co/29eYLbYO60",16563015,1362576785230168065,9c9fa69deb120a34,32,4,125,0,,,United States,"Dunwoody, GA",During_Feb
403,Twitter for iPhone,2021-02-27T01:33:52.000Z,"My parents canceled everything last year. They’ve been double masking since the beginning. I haven’t touched or hugged them since Christmas 2019. 

My mom just called to tell me they’re getting they’re first vaccination Monday.

I can’t stop crying..",585351617,1365475204785463296,1222e760f6d1a9ff,2,23,584,0,,,United States,"Asheboro, NC",During_Feb
404,Twitter for Android,2021-02-23T04:54:32.000Z,"Bus operators have been driving essential workers, seniors, and students, people with disabilities to their destinations every day for this entire year. They must be prioritized for the vaccine.",18084704,1364076150343929863,ab2f2fac83aa388d,15,2,126,1,,,United States,"Oakland, CA",During_Feb
405,Twitter for Android,2021-02-22T16:22:57.000Z,"I didn't anticipate the anger I'd have watching healthy people get their vaccines before me as I got progressively more sick while stuck at home. But I should have. Good job, America. 

#HighRiskCovid19 #HighRiskCA",512591608,1363887010348371968,ab2f2fac83aa388d,29,8,117,3,,,United States,"Oakland, CA",During_Feb
406,Twitter for iPhone,2021-02-17T17:34:33.000Z,Wait... did Biden just say that racial minorities don’t know how to use the internet to look up vaccination info???? wtf https://t.co/tgQt6IvZVu,279408160,1362093087175049222,5a16f6443a850916,42,15,122,3,,,United States,"Vancouver, WA",During_Feb
407,Twitter for iPhone,2021-02-11T18:14:23.000Z,How many does have been administered in black and brown communities?! What is your administration doing to ensure that COVID-19 vaccines are distributed equitably in New Jersey? https://t.co/98oThdhrc1,1101280225353220096,1359928785462771725,00b9904f25cf6e14,0,0,0,0,,,United States,"Thorofare, NJ",During_Feb
408,Twitter for iPhone,2021-02-11T17:22:21.000Z,"CVS Health will begin administering COVID-19 vaccines at 100 CVS Pharmacy locations across California starting Fri.
 https://t.co/xekG9WhMT7",158261208,1359915690816204801,3f586fd079afc084,0,0,0,0,,,United States,"Tracy, CA",During_Feb
409,Twitter for Android,2021-02-14T19:16:58.000Z,Covid-19 Vaccines Aren’t Yet Luring Workers Back to the Office https://t.co/74uyw3JvTm,16745590,1361031697291091970,3f5aa7a2b7beec37,0,0,0,0,,,United States,"View Park-Windsor Hills, CA",During_Feb
410,Twitter for iPhone,2021-02-26T22:19:21.000Z,"Received my second vaccine dose at my tribe’s health center today. I felt extremely honored to do my part for my family and community. 🥺

Thank you to all who made these vaccines possible, including the many Native people who participated in the Pfizer vaccine trials. https://t.co/AfZ9axSdOT",552534603,1365426253465935873,cf5b402d92c9565d,8,8,214,0,,,United States,"Santo Domingo Pueblo, NM",During_Feb
411,Twitter for Android,2021-02-09T09:02:41.000Z,"How long do us, vulnerables have to wait for the Covid 19 vaccines??? We would like to go back to work.
@GovSisolak @SNHDinfo @unlv #COVID19 #CovidVaccine #COVIDー19",25733915,1359065172355084291,5c2b5e46ab891f07,0,0,0,0,,,United States,"Las Vegas, NV",During_Feb
412,Twitter for iPhone,2021-02-12T22:35:19.000Z,Ok MA @MassGovernor - why are we not a priority??? Here are the states allowing teachers to get Covid-19 vaccines https://t.co/ULcAa82lRR,584790395,1360356841071529988,facb653464828079,0,0,0,0,,,United States,"Peabody, MA",During_Feb
413,Twitter for iPhone,2021-02-21T18:01:32.000Z,The unknown side effect of the vaccine is a fat ass,339711730,1363549431744909316,0121b92345f0e2b4,2,7,70,0,,,United States,"Miami Beach, FL",During_Feb
414,Twitter for Android,2021-02-18T02:38:33.000Z,Forget living with a vaccinated partner. I just need someone who'll retweet me😂,889291121146421250,1362229992181096448,9902fe95fc7596a7,41,10,92,3,,,United States,"Belvedere Park, GA",During_Feb
415,Twitter for iPhone,2021-02-26T17:39:14.000Z,Has anyone else considered that getting vaccines basically quarterly is a good method for preventing disease progression of SARS-COV-2. Looks like we will need boosters for days. https://t.co/wSyflM6ceY,282116448,1365355760033685508,00b50e784d19b32f,0,0,0,0,,,United States,"Pittsville, TX",During_Feb
416,Twitter for iPhone,2021-02-22T21:24:02.000Z,"fyi again-

There is also updated variant related fda guidance issued today for vaccine developers

#fda
#regulatoryscience
#covid

Development of Monoclonal Antibody Products Targeting SARS-CoV-2, Including Addressing the Impact of Emerging Variants, https://t.co/uWQszAMK5m",37796785,1363962779548463108,012c0fe361f15549,0,0,0,0,,,United States,"Hamilton, MA",During_Feb
417,Twitter for iPhone,2021-02-22T17:51:22.000Z,Governor @GavinNewsom will visit Kern County around 12:30 this afternoon to highlight the state's efforts to administer COVID-19 vaccines across California. It is unknown at this time exactly where he’ll visit. https://t.co/Iie2kfT21h,152895978,1363909260090822659,960993b9cfdffda9,0,0,0,0,,,United States,"Bakersfield, CA",During_Feb
