,source,created_at,text,author_id,id,geo.place_id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,geo.coordinates.type,geo.coordinates.coordinates,country,full_name,Timeline
69,Twitter for iPhone,2021-05-24T18:14:35.000Z,TED CRUZ: Reports are coming in that coronavirus leaked from the lab and the US government was funding the Wuhan Institute of Virology with our tax dollars.https://t.co/HpHEXp1ra3,319901933,1396892396638511104,300bcc6e23a88361,399,163,1249,39,,,United States,"Seattle, WA",After_May
70,Twitter for iPhone,2021-05-19T14:47:35.000Z,"I’m fully vaccinated as of fifteen minutes from now (2 weeks after shot 2) and tbh I have no desire to go out to places that are full of aggressively unmasked people

This milestone should feel more celebratory but Covid deniers have ruined even that",6235752,1395028366445584390,300bcc6e23a88361,20,11,222,0,,,United States,"Seattle, WA",After_May
71,Twitter for iPhone,2021-05-26T18:18:11.000Z,"HAPPENING NOW: Seattle is closing its mass vaccination sites. Mayor Durkan says there’s no need for large-scale fixed sites given low demand. More than 76% of city is partially vaccinated.

Officials believe they’ll reach 70% fully vaccinated in next 3 weeks. #komonews https://t.co/XJacLLgJxk",23988079,1397618080621076481,300bcc6e23a88361,50,6,190,6,,,United States,"Seattle, WA",After_May
72,Twitter for iPhone,2021-05-29T19:02:27.000Z,Group gathering at HatWRKS protesting the sale of Star of David patches with “Not Vaccinated” written on them. This is the second protest here today. https://t.co/lSosBQxZqX https://t.co/IoW1DlsceB,1320734600,1398716386004844545,07d9cbe289481002,622,150,2292,86,,,,[Place name removed],After_May
73,Twitter for iPhone,2021-05-20T17:55:24.000Z,"FDA In Brief: FDA Advises Against Use of SARS-CoV-2 Antibody Test Results to Evaluate Immunity or Protection From COVID-19, Including After Vaccination  https://t.co/Eus3B3SsuR",1121770541105459200,1395438020866756609,18810aa5b43e76c7,1,0,12,0,,,United States,"Dallas, TX",After_May
74,Twitter for iPhone,2021-05-20T02:05:09.000Z,The vaccine passport is straight from the communist China play book. Here’s why...  https://t.co/SZuyylFOZo,14559721,1395198882024394758,18810aa5b43e76c7,110,27,318,9,,,United States,"Dallas, TX",After_May
75,Twitter for iPhone,2021-05-18T02:16:43.000Z,It’s time to start reopening the USA/Canada border. I’m fully vaccinated and ready to spend time with my family again. @JustinTrudeau @BillBlair  @fordnation,566854162,1394477016079118341,18810aa5b43e76c7,40,10,179,4,,,United States,"Dallas, TX",After_May
76,Twitter for Android,2021-05-26T20:24:03.000Z,"@michaelbd @McCormackJohn Entities who jointly published first genome sequence for SARS CoV 2

- ShanghaiClinical Ctr &amp; School of PH
- Central Hospital of Wuhan
- Huazhong Univ of Science &amp; Tech
- Wuhan CDC &amp; P
- National Inst for CDC &amp; P
- Chinese CDC
- University of Sydney

https://t.co/UfKeShQyUb",19535908,1397649757510717441,18810aa5b43e76c7,0,0,0,0,,,United States,"Dallas, TX",After_May
77,Twitter for iPhone,2021-05-23T16:29:28.000Z,If you’ve been here the CDC says you’re immune to any &amp; all disease https://t.co/l4VKOhDbAS,1356701040423415811,1396503557868752898,018929347840059e,165,24,2637,13,,,United States,"Indianapolis, IN",After_May
78,Twitter for iPhone,2021-05-27T20:33:41.000Z,"Pleased to meet NSA @JakeSullivan46. Wide-ranging discussions including on Indo-Pacific and Afghanistan.

Conveyed appreciation for US solidarity in addressing  the Covid challenge. India-US vaccine partnership can make a real difference. https://t.co/XlbXtGiYXU",859363899291742210,1398014566349643778,01fbe706f872cb32,333,51,2887,27,,,United States,"Washington, DC",After_May
79,Twitter for iPhone,2021-05-16T16:35:31.000Z,If we just found out the vaccines were safe and effective why did we give them to tens of millions of people https://t.co/HjmhB3uIdQ,1250322626,1393968365392302082,01fbe706f872cb32,279,50,1296,11,,,United States,"Washington, DC",After_May
80,Twitter for iPhone,2021-05-25T23:34:20.000Z,"@politico had a quicker about-face than most. While they decried that the Wuhan lab was “at the center of conspiracy theories about the pandemic’s origin,” in March 2021 they resurfaced worries about “risky coronavirus experiments” from 2018.

Wonder why “no one listened.” https://t.co/oEZg12Ej9B",927604589909733376,1397335253740630018,01fbe706f872cb32,421,5,2005,9,,,United States,"Washington, DC",After_May
81,Twitter for iPhone,2021-05-25T23:34:17.000Z,And for some reason @washingtonpost’s timeline of events just so happens to omit their own “fact check” of the lab leak theory from April 2020 that concluded “the balance of the scientific evidence strongly suggests the conclusion that the new coronavirus emerged from nature.” https://t.co/eP4RmJ6mAL,927604589909733376,1397335241463902209,01fbe706f872cb32,503,17,2246,13,,,United States,"Washington, DC",After_May
82,Twitter for iPhone,2021-05-18T22:05:02.000Z,"GOP members that broke rules and went maskless on House floor take a pic right after votes. 

@RepBrianMast: “best $500 I ever spent.” 

They wouldn’t tell us if they were vaccinated or not. https://t.co/KH3mlppP2i",449988959,1394776064124198916,01fbe706f872cb32,238,854,824,321,,,United States,"Washington, DC",After_May
83,Twitter for iPhone,2021-05-27T22:30:21.000Z,Pleasure to speak to Chairman House Foreign Affairs Committee @RepGregoryMeeks and Ranking Member @RepMcCaul. Discussed developments pertaining to Quad and our cooperation on vaccines. Recognise their leadership in building stronger ties.,859363899291742210,1398043929430347783,01fbe706f872cb32,144,20,886,5,,,United States,"Washington, DC",After_May
84,Twitter for iPhone,2021-05-18T13:09:56.000Z,"Garcia pointed out that business tourism is booming again and that the reopening of borders, vaccination and management of vaccines and Covid-19 by 🇩🇴Government are aspects that influence this recovery. Companies that have requested hotel services are mainly from 🇺🇸.",3064227040,1394641404912185346,01fbe706f872cb32,1,1,0,0,,,United States,"Washington, DC",After_May
85,Twitter for iPhone,2021-05-18T14:26:28.000Z,"White House Senior COVID Response advisor @aslavitt46 reveals that one of his sons still has long term symptoms of COVID-19 months after he contracted it, as he urges young people to get vaccinated.",170699708,1394660662278828033,01fbe706f872cb32,118,15,438,6,,,United States,"Washington, DC",After_May
86,Twitter for iPhone,2021-05-21T11:18:01.000Z,"Today dating apps are launching new efforts to encourage vaccinations with features like badges showing your status and perks like “super likes”, promos, and filters. I’m calling it vacciDating™️ #momjokes #letsgetvaccinated",170699708,1395700402419552264,01fbe706f872cb32,36,17,441,4,,,United States,"Washington, DC",After_May
87,Twitter for iPhone,2021-05-22T16:11:35.000Z,"Iga Swiatek gets vaccinated, the only reasonable and rational move for a player who doesn’t want her career disrupted by a positive test during a big tournament. https://t.co/hL4tmy7N0y",56447187,1396136668508397574,01fbe706f872cb32,24,18,434,4,,,United States,"Washington, DC",After_May
88,Twitter for iPhone,2021-05-21T13:14:29.000Z,You can now indicate your vaccine status on most dating apps thanks to a White House effort to encourage vaccines. OkCupid says people who are vaccinated or plan to get 14% more matches than people who don’t plan to get vaccinated. https://t.co/gEwx1mAZHT,2894253941,1395729713621053445,01fbe706f872cb32,38,6,154,9,,,United States,"Washington, DC",After_May
89,Twitter for iPhone,2021-05-14T04:19:04.000Z,"“In their response to the suit, officers said they're ‘entitled to qualified immunity as their conduct was justified by an objectively reasonable belief that it was lawful.’”

https://t.co/nh2rZSQgC7",2327592480,1393058256646549504,01fbe706f872cb32,96,27,318,37,,,United States,"Washington, DC",After_May
90,Twitter for iPhone,2021-05-16T11:46:34.000Z,"READY, SET, GO — All ready for my first, fully vaccinated conversation of Inside Politics in more than a year. @abbydphillip @JFKucinich @MZanona @mkraju https://t.co/7bFmlF84EO",14552725,1393895648701865984,01fbe706f872cb32,26,19,476,3,,,United States,"Washington, DC",After_May
91,Twitter for iPhone,2021-05-28T15:37:48.000Z,When your NHL team’s mascot demonstrates more leadership re #COVIDVaccine than your state’s governor.  #vote https://t.co/pXtc77mNGI,34067422,1398302494325972994,01fbe706f872cb32,17,0,100,1,,,United States,"Washington, DC",After_May
92,Twitter for iPhone,2021-05-29T01:57:50.000Z,Wonder what could help get more vaccinated I guess we will never know https://t.co/Xl9dGCpEZZ,23894101,1398458531729317893,01fbe706f872cb32,31,2,84,0,,,United States,"Washington, DC",After_May
93,Twitter for iPhone,2021-05-22T11:17:23.000Z,"1/ Use @Uber code 10MVDCHHS for two (2) free rides, up to $25 off each, to the following vaccination locations! 

Convention Center
Arena Stage
Fort Stanton Rec Center 
Kenilworth Rec Center
Lamond Rec Center
Langdon Park Community Center
Providence Health System",976542720,1396062629462949889,01fbe706f872cb32,57,5,85,3,,,United States,"Washington, DC",After_May
94,Twitter for iPhone,2021-05-17T20:40:01.000Z,"#BREAKING - Starting NOW — in DC, if you are fully vaccinated, you’re not required to wear a mask.

Unless...
•You’re using public transportation 
•In a school 
•Healthcare settings 
•A business/ workplace asks 
@wusa9 https://t.co/7O4vqBsgzR",25527015,1394392283403980801,01fbe706f872cb32,54,12,86,18,,,United States,"Washington, DC",After_May
95,Twitter for Android,2021-05-27T17:51:17.000Z,"Why won't you include gain of function experiments as a possible mechanism by which the sars cov 2 could acquire an fcs, to include serial passaging in human cell lines or mice carrying human ace2, cloning into vectors,  like the baric nature medicine paper? https://t.co/U9vxbCg15S https://t.co/rg5hs05Sgp",1064087947551694848,1397973699882536965,01fbe706f872cb32,0,0,0,0,,,United States,"Washington, DC",After_May
96,Twitter for iPhone,2021-05-22T13:59:11.000Z,"We’re across all eight wards today knocking on doors and making sure residents are vaccinated. 💪🏽

You can still join us! Visit https://t.co/lJgYHhpJuF to find a volunteer site near you. https://t.co/d2fXVFCmaX",976542720,1396103348793839622,01fbe706f872cb32,25,3,72,1,,,United States,"Washington, DC",After_May
97,Twitter for iPhone,2021-05-18T00:00:04.000Z,"""What's strange and ultimately discrediting about the CDC's announcement is that they only consider valid forms of immunity that which comes from a shot...""

@jeffreyatucker on how the CDC's new guidelines could create a ""caste system"" for US workers: https://t.co/opTU6dRvMp https://t.co/FmkKfznQjb",558757259,1394442627861422086,01fbe706f872cb32,39,4,100,2,,,United States,"Washington, DC",After_May
98,Twitter for iPhone,2021-05-21T11:12:05.000Z,"This is brilliant. Totally opt-in and voluntary, and a very smart deployment of a social pressure campaign targeting a younger demographic that’s less likely to feel urgency around vaccines.

Of course, anti-vax wing of the GOP will still complain, because principles shminciples. https://t.co/FK2I5vXAZr",223722180,1395698908819562499,01fbe706f872cb32,18,5,76,2,,,United States,"Washington, DC",After_May
99,Twitter for iPhone,2021-05-26T21:21:39.000Z,"The @CDC says that fully vaccinated citizens do not need to wear masks. 

@SpeakerPelosi needs to stop forcing a mask mandate on Members of Congress and let the People’s House get back to work!",523276626,1397664252941508611,01fbe706f872cb32,50,17,237,2,,,United States,"Washington, DC",After_May
100,Twitter for Android,2021-05-13T19:19:24.000Z,"Traveling as pool with first lady Jill Biden, Jennifer Garner and Joe Manchin today, @katierogers, captures the mood after new CDC guidance that fully vaccinated individuals don't need to wear a mask indoors. https://t.co/euev3mcbow",22451908,1392922441844932616,01fbe706f872cb32,15,3,59,4,,,United States,"Washington, DC",After_May
101,Twitter for iPhone,2021-05-25T19:19:42.000Z,I predict that Trump &amp; members of his inner circle &amp; perhaps family are criminally indicted by Labor Day. I think people underestimate the amt of evidence that has been/is being gathered. He was immune until recently &amp; losing his desperate battle to hide his tax returns was huge.,2323448533,1397271175219216387,3b77caf94bfc81fe,257,105,1871,16,,,United States,"Los Angeles, CA",After_May
102,Twitter for iPhone,2021-05-21T07:05:35.000Z,"they’re watching The Sarah Vaccine, now also on youtube 

https://t.co/wVIc2Mo8y8 https://t.co/DR6SIIA4Lj",308750863,1395636874815819778,3b77caf94bfc81fe,15,21,793,6,,,United States,"Los Angeles, CA",After_May
103,Twitter for iPhone,2021-05-22T00:58:54.000Z,he just watched the Sarah Vaccine https://t.co/TpIbjobEib,308750863,1395906985241964546,3b77caf94bfc81fe,5,7,357,0,,,United States,"Los Angeles, CA",After_May
104,Twitter for iPhone,2021-05-19T21:18:00.000Z,Today my doctor told me if everyone had gotten their Covid vaccination it would probably be the end of Covid. But because some people are resisting getting the shot we’re probably going to have to get these shots every year now.,789741895,1395126619212161024,3b77caf94bfc81fe,30,16,192,1,,,United States,"Los Angeles, CA",After_May
105,Twitter for iPhone,2021-05-29T14:52:50.000Z,"@NextLAMayor @TheAVClub Ah that’s you’re coming from

They don’t «trigger» me

They present a risk to everyone who can’t be vaccinated for medical reasons and they’re also incubators for cultivating mutant strains which vaccinated people will be exposed to setting up selective pressure to evolve evasion",21063394,1398653567163006978,3b77caf94bfc81fe,6,15,216,0,,,United States,"Los Angeles, CA",After_May
106,Twitter for iPhone,2021-05-21T14:29:04.000Z,@Koover88 @SoxMach_pnoles @chi73girl @ChicagoFightSox Have to take issue with the “this vaccine is rushed &amp; not tested enough” narrative - absolutely not true as a recent John Oliver ep goes into great detail abt this. CV vaccines were in development for a long time prior to Covid-19 — they are totally safe and tested.,320918087,1395748481105489925,3b77caf94bfc81fe,0,2,2,0,,,United States,"Los Angeles, CA",After_May
107,Twitter for iPhone,2021-05-17T18:35:16.000Z,@POTUS Can you send some to Canada please? They are really behind in vaccinations.,3827830753,1394360890745446400,3b77caf94bfc81fe,14,22,299,4,,,United States,"Los Angeles, CA",After_May
108,Twitter for Android,2021-05-23T19:50:07.000Z,Being fully vaccinated does not mean you should jump into the Bellagio Fountains as soon as you get to Vegas. https://t.co/TWuqhP1neN,1587143948,1396554053497212929,8fa6d7a33b83ef26,258,115,1919,79,,,United States,"Paradise, NV",After_May
109,Twitter for Android,2021-05-24T16:46:39.000Z,"You can get vaccinated underneath the Welcome to Las Vegas sign tonight at 7 p.m.

The nurses may or may not be Elvis impersonators.",1587143948,1396870270292402176,8fa6d7a33b83ef26,126,20,823,28,,,United States,"Paradise, NV",After_May
110,Twitter for iPhone,2021-05-14T19:05:10.000Z,"Effective immediately, in conjunction with @jaredpolis announcement, we are no longer requiring mask wearing by our patrons! 

We are going by the “honor system” and encourage our patrons to be fully vaccinated upon entering BST. We will not be checking for proof of vaccination. https://t.co/Db67QDVepN",42695317,1393281248202682369,8fa6d7a33b83ef26,22,19,202,7,,,United States,"Paradise, NV",After_May
111,Twitter for Android,2021-05-27T21:01:19.000Z,@ianmSC Vaccine technology is amazing. Thank you science.,1587143948,1398021522665611265,8fa6d7a33b83ef26,6,16,256,1,,,United States,"Paradise, NV",After_May
112,Twitter for iPhone,2021-05-22T18:56:20.000Z,Why did I get vaccinated? So that I could see my parents and family safely. Visit https://t.co/P79anNm8WW or text your ZIP code to GETVAX (438829) to find a vaccine near you. #WeCanDoThis,299674713,1396178127856881670,8fa6d7a33b83ef26,8,3,150,0,,,United States,"Paradise, NV",After_May
113,Twitter for iPhone,2021-05-25T03:38:35.000Z,"We are thrilled to be here at the “Welcome to Fabulous Las Vegas” sign to administer COVID-19 vaccines!💙💛💙💛💙💛

We are here with U.S. Congresswomen @repdinatitus , Clark County Commissioners @JustinJonesNV and @MichaelNaft, and @ImmunizeNV! 😁 https://t.co/6eszePuZu9",297197451,1397034333634920448,07d9d21454886001,3,3,11,1,,,United States,Welcome To Fabulous Las Vegas Sign,After_May
114,Twitter for iPhone,2021-05-25T04:35:57.000Z,A big turnout at the world-famous “Welcome to Las #Vegas” sign for tonight’s pop-up #COVID19 #Vaccine clinic. People began lining up early to get #vaccinated with the iconic sign as the backdrop. The @pfizer and #Janssen shots were available depending on people’s preference. https://t.co/jWMdVfgOSX,33601080,1397048770097942530,07d9d21454886001,34,13,149,10,,,United States,Welcome To Fabulous Las Vegas Sign,After_May
115,Twitter for iPhone,2021-05-13T03:02:51.000Z,Visit https://t.co/w3Vuav9Tlw to find out more about COVID-19 vaccines. #Pfizer COVID-19 #AstraZeneca COVID-19 #modernavaccine #COVID19 #vaccinated #VaccinesWork #VaccineForAll #WeAreInThisTogether #WeAreOne,1012853261584433152,1392676688018870272,2c6666cb9436b81b,0,0,0,0,,,United States,"Vista, CA",After_May
116,Twitter for iPhone,2021-05-17T20:58:54.000Z,people buying fake vaccination cards be the same people who frown upon undocumented immigrants who use fake documents to work and provide for their families. 😌,1723220318,1394397034862596096,33d5cf4dea5828c5,275,4,911,5,,,United States,"Beaumont, TX",After_May
117,Twitter for iPhone,2021-05-28T12:26:03.000Z,"KCHD and Kanawha County Emergency Ambulance Authority are out at Bible Center Church today offering COVID-19 vaccines for those with special needs. The clinic is also open to the general public, no appointments needed. We’ll be here until 1 p.m. https://t.co/ADCmdmCuu1",2964686201,1398254237436551176,07d9c931bfc84002,6,0,6,0,,,United States,Bible Center Church (Southridge Campus),After_May
118,Twitter for iPhone,2021-05-15T15:05:17.000Z,"the CDC says if you’re fully vaccinated you can pop it, lock it, polka dot it, country fivin', hip hop hip, put your hawk in the sky, move side to side, jump to the left, stick it, glide",1454294155,1393583268738523138,e444ecd51bd16ff3,310,2,1419,8,,,United States,"Cincinnati, OH",After_May
119,Twitter for iPhone,2021-05-18T03:10:39.000Z,"“If YoUrE FuLlY VaCciNatED wHy ArE yOu StiLl WeArInG a MaSk!?”
Because I don’t trust colonizers that’s why?? 😂",706784149,1394490588473569280,8ecb0d6382023e18,260,4,1235,9,,,United States,"Santa Ana Pueblo, NM",After_May
120,Twitter for Android,2021-05-23T14:27:25.000Z,"It's ok to get sick from a vaccine, but it's not ok to get sick from a virus. Ok, got it.",817103331310997504,1396472841206333440,f7eb2fa2fea288b1,294,39,1799,16,,,United States,"Lakewood, CO",After_May
121,Twitter for iPhone,2021-05-19T14:43:11.000Z,"Tune in to “A Shot of Hope” Thursday, May 20 at 7pm on @SCETV.

This conversation is an opportunity to hear directly from and ask questions to public health experts, medical professionals and community leaders about the safety and effectiveness of the COVID-19 vaccines. https://t.co/dEgHzTFtRY",18943132,1395027259019386882,6057f1e35bcc6c20,4,0,7,0,,,United States,"South Carolina, USA",After_May
122,Twitter for iPhone,2021-05-28T20:26:16.000Z,"“The team also announced that, should they advance past round one, tickets will be sold exclusively to fully-vaccinated individuals.” https://t.co/lD4GHb5AUD",16868756,1398375090597863429,6057f1e35bcc6c20,18,3,62,1,,,United States,"South Carolina, USA",After_May
123,Twitter for Android,2021-05-22T20:40:57.000Z,My mini me received the 1st dose of the Covid-19 vaccine today.  12 and older are eligible now to receive the vaccine.   Go to the @scdhec website for vaccination sites. https://t.co/bXyzHjsTHU,23870670,1396204455943618571,6057f1e35bcc6c20,11,1,71,1,,,United States,"South Carolina, USA",After_May
124,Twitter for iPhone,2021-05-30T14:36:57.000Z,"SARS-CoV-2 Vaccine Acceptability in Patients on Hemodialysis: A Nationwide Survey ca. 2021 from @JASN_News @PabloGarciaMD @gchertow @Shuchi_Anand 
#HealthXPH 🇵🇭 #Nephpearls
#COVID19 #CoronaKidney
👉🏼 https://t.co/tvH8Idb4Ou https://t.co/FQ9t6ZJnBF",83057568,1399011957030666243,50f296a1bd4198b6,4,1,17,0,,,United States,"Cicero, IL",After_May
125,Twitter for iPhone,2021-05-25T19:26:31.000Z,"Been too busy to get your vaccine? Don't worry, we are hosting a vaccination clinic at the @GoTourists game this Friday, May 28! Buncombe County Health and Human Services will administer free vaccines to anyone 12 and older. Together we can strike out COVID-19! #AVLNews https://t.co/K3cafgHgrf",68471858,1397272889246760962,a472756b70446a20,9,1,20,1,,,United States,"Black Mountain, NC",After_May
126,Twitter for iPhone,2021-05-26T01:31:02.000Z,".@CDCgov looking into possible link between heart ❤️ problem and COVID-19 vaccines 💉 in young people. Health experts say the condition - called myocarditis - tends to go away on its own.

FULL REPORT &amp; DETAILS HERE ➖ https://t.co/phZNNycC5a https://t.co/McZbxl2kJz",227512969,1397364622768971780,0fc3bc1b3b94f000,3,1,22,0,,,United States,Children's National - Main Hospital,After_May
127,Twitter for iPhone,2021-05-21T02:18:55.000Z,"COVID-19 vaccines this Saturday 5/22 at Jefferson High School 5-7 pm. All are welcome, walk ups, too. Age 12+. No ID required. https://t.co/HSPMtoeYxQ",1954828142,1395564731847479298,07d9d21cfa886001,4,0,7,0,,,United States,Jefferson High School,After_May
128,Twitter for iPhone,2021-05-19T19:44:31.000Z,Vaccinated Americans vacationing in countries that don’t have enough vaccines... 🥴🥴🥴 #ColonizerVibes,68834794,1395103092807389185,e21c8e4914eef2b3,174,20,1145,14,,,United States,"Colorado, USA",After_May
129,Sprout Social,2021-05-27T20:05:06.000Z,"Keeping our students &amp; communities safe is a top priority at CMC. For the fall 2021 semester, COVID-19 vaccines will be required for students living in residence halls, participating in athletics, and those enrolled in health care / public safety programs. https://t.co/V5TJ9FYLfL",18182900,1398007375248900099,e21c8e4914eef2b3,1,0,2,0,,,United States,"Colorado, USA",After_May
130,Twitter for iPhone,2021-05-16T15:59:00.000Z,Yes I’m vaccinated. Yes I’m double-masked. Yes I’m shellacked in hand sanitizer. But I’m on a fully packed airplane with more people than I’ve seen in one place in over a  year and I’m not feeling at all safe 😳,17302588,1393959175294656517,e21c8e4914eef2b3,8,16,361,2,,,United States,"Colorado, USA",After_May
131,Twitter for Android,2021-05-14T21:37:56.000Z,"@matthewjdowd Nope, wouldn't even consider it, and I'm fully vaccinated.",91689918,1393319693134426113,e21c8e4914eef2b3,8,31,342,1,,,United States,"Colorado, USA",After_May
132,Twitter for iPhone,2021-05-26T05:36:11.000Z,"On May 14, 2021, the CDC released interim guidance on the co-administration of #COVID-19 #vaccines with #other #vaccinations. This includes simultaneous administration of COVID-19 vaccines and other vaccines on the same day",274287250,1397426316069285890,4ec01c9dbc693497,0,1,3,0,,,United States,"Florida, USA",After_May
133,Twitter for iPhone,2021-05-15T11:39:22.000Z,"This is such an interesting read, especially for women who are apart of the age group that have already begun getting their mammograms. ➡️
Doctors fear COVID-19 vaccines are messing with mammograms: https://t.co/zKB54hAQ1U",3110617715,1393531450037833728,4ec01c9dbc693497,0,0,0,0,,,United States,"Florida, USA",After_May
134,Twitter for iPhone,2021-05-24T14:59:53.000Z,"Bars should be vaccine sites. Tell drunk people they’re intravenous Jell-O shots. Boom, herd immunity next week",1258533438526758914,1396843400448647170,4ec01c9dbc693497,8,4,81,0,,,United States,"Florida, USA",After_May
135,Twitter for iPhone,2021-05-15T15:43:35.000Z,for folks who think banning unvaccinated people from public life is preferable to something like paying people to get vaxxed or establishing free vaccination delivery services just remember who you’re talking about. here’s Minneapolis: https://t.co/Kl1tdR4nft,126432073,1393592908402597894,00c39537733fa112,113,8,768,4,,,United States,"Queens, NY",After_May
136,Twitter for iPhone,2021-05-15T17:15:23.000Z,"The CDC says fully vaccinated people can now enjoy D&amp;D, Audrey Hepburn, Fangoria, Harry Houdini and croquet. You can swim, you can dance, and you can learn karate.",16722345,1393616010306015235,00c39537733fa112,110,1,296,3,,,United States,"Queens, NY",After_May
137,Twitter for iPhone,2021-05-23T02:05:35.000Z,"FDA In Brief: FDA Advises Against Use of SARS-CoV-2 Antibody Test Results to Evaluate Immunity or Protection From COVID-19, Including After Vaccination https://t.co/jBhrdt9sgD",79624714,1396286153704316934,00c39537733fa112,0,0,0,0,,,United States,"Queens, NY",After_May
138,Twitter for iPhone,2021-05-25T03:16:52.000Z,"So, will @NYGovCuomo and @NassauExecutive and @NYIslanders decide that a full capacity Barn with everyone vaccinated doable/desirable for a potential series-clinching evening at the Coliseum? I’ll be asking all of them tomorrow.",16156262,1397028868582690819,00c39537733fa112,14,22,310,0,,,United States,"Queens, NY",After_May
139,Twitter for iPhone,2021-05-28T01:04:35.000Z,"Come on, Corona. We are better than this. Help us find this coward.

And stop attacking Asians. https://t.co/hsQqNN9Gei",22524908,1398082740386418693,00c39537733fa112,29,11,83,3,,,United States,"Queens, NY",After_May
140,Twitter for Android,2021-05-15T04:29:57.000Z,"If you haven't taken the shot, please keep your mask on. You didn't earn it. Its that simple. But you still can. Today is a beautiful day to get vaccinated!",1101827358,1393423383619153923,00c39537733fa112,5,5,96,1,,,United States,"Queens, NY",After_May
141,Twitter for iPhone,2021-05-17T18:49:26.000Z,Community Paramedic Aaron Fullenwider spoke to the @HeraldTribune &amp; @mysuncoast today about how Manatee County Community Paramedics continue to administer COVID-19 vaccines to homebound seniors. Thanks for all your hard work Aaron! #EMSWeek https://t.co/6PgeNETuRP,3239257906,1394364454142451712,008338532a26abed,1,0,10,0,,,United States,"Bradenton, FL",After_May
142,Twitter for Android,2021-05-13T18:38:23.000Z,"COVID-19 vaccines developed by Pfizer/BioNTech and Moderna appear to be effective against the new Indian strain, the European Medicines Agency (EMA) said on Wednesday.

https://t.co/vKvSn6pUEr",246930965,1392912123475464196,008338532a26abed,0,0,0,0,,,United States,"Bradenton, FL",After_May
143,Twitter for Android,2021-05-22T14:15:10.000Z,Community Garage Sale &amp; Covid 19 Pfizer Vaccine is still taking place @NavarroMS_HISD. Vaccines are available for ages 12+. @EastEndHou @HISDEastArea @eastwoodhouston @emet_crz  @HISD_Wraparound @RobertGallegos_ @JMartinez_Hou @AustinMustangs @edison_school @BCMbiotechRusk https://t.co/63XQ6InhC9,1117136610875912194,1396107370212872199,1c69a67ad480e1b1,9,1,10,1,,,United States,"Houston, TX",After_May
144,Twitter for iPhone,2021-05-24T22:18:06.000Z,Join us this Thursday for Covid-19 vaccines from 9 am to 1 pm. @LopezprinciPAL @Ponce_East @HISDEastArea https://t.co/ImuBoW0Y24,897188915806838784,1396953679597551616,1c69a67ad480e1b1,10,0,14,1,,,United States,"Houston, TX",After_May
145,Twitter for iPhone,2021-05-25T18:58:55.000Z,Really impressive work on the development of an organic electronic device (OECT) with a limit of detection for SARSCoV2 spike protein down to 10^-20 M. I wonder if 1) higher sensitivities are even possible and 2) if the device would show a stronger response to SARS-CoV-2 virus. https://t.co/qo6ZBmkguO,2241193909,1397265941814206467,1c69a67ad480e1b1,2,1,13,0,,,United States,"Houston, TX",After_May
146,Twitter for iPhone,2021-05-18T22:20:19.000Z,"My response to the governor’s executive order on masks. 
#HouNews #COVID19 #mask 
Get #vaccinated https://t.co/2inOlQEOjj",1099080229111369728,1394779910619664386,1c69a67ad480e1b1,31,32,168,6,,,United States,"Houston, TX",After_May
147,Twitter for Android,2021-05-27T03:02:04.000Z,Is Fauci The Mastermind Behind the Creation of SARS-CoV-2? - Part III https://t.co/Sv8KCkkBWZ,60746744,1397749920183078919,1c69a67ad480e1b1,0,0,0,0,,,United States,"Houston, TX",After_May
148,Twitter for iPhone,2021-05-16T16:39:10.000Z,CDC says even if you’re fully vaccinated you can’t eat In N Out in Texas.,25155816,1393969281491247104,1c69a67ad480e1b1,11,6,113,4,,,United States,"Houston, TX",After_May
149,Twitter for iPhone,2021-05-17T11:41:25.000Z,I witnessed a full mantrum meltdown at a Starbucks yesterday when a grown man refused to wear a mask because he’s fully vaccinated. CDC needs to take the population’s intelligence into account with these announcements. God this country is weird.,262484576,1394256739252506627,07c0b6b4c3ac42c4,127,79,977,10,,,United States,"La Grange Park, IL",After_May
150,Twitter for iPhone,2021-05-15T02:31:52.000Z,"Final stimulus, $1000, payable to everyone who has gotten the vaccine. Watch those numbers ratchet up. THAT is a carrot.",14344402,1393393663376560130,276336654aa4f87a,135,18,1186,20,,,United States,"Lafayette, LA",After_May
151,Twitter for iPhone,2021-05-19T14:11:23.000Z,"Even if you’re fully vaccinated, the CDC recommends going at least 5-seconds behind the person infront of you at practice. 10-seconds if possible.",337171185,1395019255742181383,c3f37afa9efcf94b,129,9,1415,5,,,United States,"Austin, TX",After_May
152,Twitter for iPhone,2021-05-25T22:40:46.000Z,America: where you have to offer lottery tickets to get some people to get their Covid 19 vaccines....,29011874,1397321774975660033,67b98f17fdcf20be,1,1,15,0,,,United States,"Boston, MA",After_May
153,Twitter for iPhone,2021-05-14T15:26:35.000Z,#NewProfilePic without a mask. 5G microchip vaccines are so liberating! 💃🏻 #vaccinated #Pfizer #COVID-19 #5G #CDC https://t.co/oD7kwsQTOe,104165491,1393226242346917894,67b98f17fdcf20be,0,1,7,0,,,United States,"Boston, MA",After_May
